state,date,critical_staffing_shortage_today_yes,inpatient_beds_used,inpatient_beds,inpatient_beds_utilization,inpatient_beds_used_covid,inpatients_with_covid,inpatient_with_no_beds (error),percent_of_inpatients_with_covid,inpatient_bed_covid_utilization,deaths_covid,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator
WA,2/28/2020,0,233,317,0.735015773,0,0,0,0,0,0,233,317
WA,2/29/2020,0,213,317,0.67192429,0,0,0,0,0,0,213,317
WA,3/1/2020,0,191,317,0.602523659,0,0,0,0,0,0,191,317
WA,3/2/2020,0,202,317,0.637223975,2,2,0,0.00990099,0.006309148,0,202,317
WA,3/3/2020,0,206,317,0.649842271,2,2,0,0.009708738,0.006309148,0,206,317
WA,3/4/2020,0,219,317,0.690851735,3,3,0,0.01369863,0.009463722,0,219,317
WA,3/5/2020,0,247,317,0.779179811,2,2,0,0.008097166,0.006309148,0,247,317
WA,3/6/2020,0,220,360,0.611111111,6,5,1,0.022727273,0.016666667,0,220,317
WA,3/7/2020,0,193,360,0.536111111,7,7,0,0.03626943,0.019444444,0,193,317
WA,3/8/2020,0,187,360,0.519444444,8,8,0,0.042780749,0.022222222,1,187,317
WA,3/9/2020,0,205,360,0.569444444,12,9,3,0.043902439,0.033333333,1,205,317
WA,3/10/2020,0,239,360,0.663888889,14,13,1,0.054393305,0.038888889,0,239,317
WA,3/11/2020,0,227,370,0.613513514,17,16,1,0.070484581,0.045945946,0,227,327
WA,3/12/2020,0,254,403,0.630272953,19,17,2,0.066929134,0.047146402,0,254,360
WA,3/13/2020,0,247,402,0.614427861,19,17,2,0.068825911,0.047263682,1,247,359
WA,3/14/2020,0,238,517,0.460348162,21,18,3,0.075630252,0.040618956,1,238,359
WA,3/15/2020,0,225,516,0.436046512,25,21,4,0.093333333,0.048449612,0,225,358
WA,3/16/2020,0,225,554,0.406137184,33,25,8,0.111111111,0.059566787,1,225,360
WA,3/17/2020,0,227,561,0.404634581,35,27,8,0.118942731,0.062388592,1,227,367
WA,3/18/2020,0,250,561,0.445632799,34,27,7,0.108,0.060606061,1,250,367
WA,3/19/2020,0,261,445,0.586516854,38,30,8,0.114942529,0.085393258,0,261,366
WA,3/20/2020,0,255,443,0.575620767,39,30,9,0.117647059,0.088036117,1,255,364
WA,3/21/2020,0,240,403,0.595533499,35,30,5,0.125,0.086848635,0,240,360
WA,3/22/2020,0,230,401,0.573566085,39,34,5,0.147826087,0.097256858,0,230,358
WA,3/23/2020,0,230,401,0.573566085,44,37,7,0.160869565,0.109725686,1,230,358
WA,3/24/2020,0,261,447,0.583892617,47,41,6,0.157088123,0.105145414,0,261,404
WA,3/25/2020,0,270,448,0.602678571,46,43,3,0.159259259,0.102678571,0,270,405
WA,3/26/2020,0,264,449,0.587973274,45,44,1,0.166666667,0.100222717,1,264,406
WA,3/27/2020,0,240,453,0.529801325,47,44,3,0.183333333,0.103752759,1,240,410
WA,3/28/2020,0,239,454,0.526431718,49,45,4,0.188284519,0.107929515,0,239,411
WA,3/29/2020,0,245,488,0.50204918,49,47,2,0.191836735,0.100409836,1,245,445
WA,3/30/2020,0,847,1579,0.536415453,125,119,6,0.140495868,0.079164028,0,847,1536
WA,3/31/2020,0,1137,2004,0.567365269,193,188,5,0.165347405,0.096307385,1,1137,1961
WA,4/1/2020,0,1364,2476,0.55088853,268,264,4,0.193548387,0.108239095,6,1364,2441
WA,4/2/2020,0,1703,2923,0.582620595,292,292,0,0.171462126,0.099897366,5,1703,2923
WA,4/3/2020,0,1757,2940,0.597619048,297,297,0,0.169038133,0.101020408,8,1757,2940
WA,4/4/2020,0,1650,2928,0.56352459,297,295,2,0.178787879,0.101434426,6,1650,2903
WA,4/5/2020,0,1624,2917,0.556736373,278,277,1,0.170566502,0.095303394,5,1624,2892
WA,4/6/2020,0,1704,2957,0.576259723,301,301,0,0.176643192,0.101792357,4,1704,2957
WA,4/7/2020,0,6624,10442,0.634361233,618,615,3,0.092844203,0.059184064,2,6624,10365
WA,4/8/2020,0,7163,11959,0.598963124,726,659,67,0.092000558,0.060205703,10,7163,11285
WA,4/9/2020,0,8442,12452,0.677963379,702,702,0,0.08315565,0.056376486,2,8442,12439
WA,4/10/2020,0,8850,13248,0.668025362,779,764,15,0.086327684,0.058801329,6,8850,13175
WA,4/11/2020,0,9038,13265,0.681341877,782,766,16,0.084753264,0.05895213,4,9038,13167
WA,4/12/2020,0,9213,13775,0.668820327,769,767,2,0.083251927,0.055825771,5,9213,13750
WA,4/13/2020,0,9100,13593,0.669462223,787,777,10,0.085384615,0.055911131,8,9015,13349
WA,4/14/2020,0,8875,13314,0.666591558,692,677,15,0.07628169,0.051224275,1,8805,13075
WA,4/15/2020,0,8154,13967,0.583804682,742,732,10,0.089771891,0.051979666,18,8115,13724
WA,4/16/2020,0,7960,14473,0.549989636,768,760,8,0.097423407,0.052739484,14,7910,14230
WA,4/17/2020,0,7981,15069,0.529630367,796,789,7,0.098859792,0.051562811,20,7927,14826
WA,4/18/2020,0,7950,15062,0.527818351,751,744,7,0.093584906,0.048599124,16,7898,14819
WA,4/19/2020,0,7898,15063,0.524331143,757,746,11,0.094454292,0.04819757,16,7839,14820
WA,4/20/2020,0,7737,14987,0.516247414,764,758,6,0.09797079,0.048975779,12,7680,14715
WA,4/21/2020,0,7895,14403,0.548149691,728,722,6,0.091450285,0.048809276,7,7823,14143
WA,4/22/2020,0,8108,14378,0.563917096,685,678,7,0.083621115,0.046181666,7,8020,14119
WA,4/23/2020,0,8099,14025,0.577468806,685,678,7,0.083714039,0.047344029,4,7681,13766
WA,4/24/2020,0,8178,13670,0.598244331,747,740,7,0.090486672,0.051426481,4,7601,13405
WA,4/25/2020,0,8109,13556,0.598185305,699,692,7,0.08533728,0.04861316,7,7529,13291
WA,4/26/2020,0,8224,13773,0.597110288,758,751,7,0.091318093,0.053728309,10,7820,13508
WA,4/27/2020,0,8852,13576,0.652032999,801,801,0,0.090488025,0.057012375,4,8433,13570
WA,4/28/2020,0,8836,12315,0.717498985,842,808,34,0.091444092,0.060251726,6,7544,12083
WA,4/29/2020,0,9043,12268,0.737120965,848,812,36,0.08979321,0.061053146,2,7694,12024
WA,4/30/2020,0,8285,12234,0.677211051,691,655,36,0.07905854,0.048389734,5,6901,12018
WA,5/1/2020,0,8766,11761,0.745344784,827,795,32,0.090691307,0.058753507,2,7020,11546
WA,5/2/2020,0,8304,11521,0.720770766,854,815,39,0.098145472,0.059109452,9,6375,11309
WA,5/3/2020,0,7924,11513,0.688265439,741,702,39,0.091133325,0.051033131,4,6071,11298
WA,5/4/2020,0,7892,11627,0.678764944,696,659,37,0.083502281,0.047389696,5,6031,11410
WA,5/5/2020,0,8132,11551,0.704008311,720,682,38,0.083866208,0.051337547,5,6204,11378
WA,5/6/2020,0,8810,9669,0.911159375,621,513,108,0.058229285,0.044472024,3,6728,9477
WA,5/7/2020,0,8236,11450,0.71930131,620,585,35,0.071029626,0.043755459,1,6205,11264
WA,5/8/2020,0,8057,11407,0.70632068,627,592,35,0.07347648,0.044446393,4,6069,11229
WA,5/9/2020,0,9301,11215,0.829335711,627,594,33,0.063864101,0.046648794,2,7338,11015
WA,5/10/2020,0,9236,11197,0.824863803,607,574,33,0.062148116,0.044922747,1,7259,11022
WA,5/11/2020,0,8464,11640,0.727147766,622,551,71,0.065099244,0.050369606,4,8464,11302
WA,5/12/2020,0,9325,13163,0.708425131,716,681,35,0.073029491,0.054394895,1,9325,12992
WA,5/13/2020,0,9631,13525,0.712088725,695,662,33,0.068736372,0.051386322,5,9631,13356
WA,5/14/2020,0,9958,14007,0.710930249,680,645,35,0.064772043,0.048547155,3,9958,13822
WA,5/15/2020,0,9840,14011,0.702305332,635,601,34,0.061077236,0.045321533,4,9840,13831
WA,5/16/2020,0,9614,13624,0.705666471,610,577,33,0.060016642,0.044773928,1,9614,13445
WA,5/17/2020,0,9288,13883,0.669019664,600,566,34,0.060938846,0.043218325,1,9288,13702
WA,5/18/2020,0,9735,13857,0.702533016,607,575,32,0.059065229,0.043804575,5,9735,13674
WA,5/19/2020,0,8955,12906,0.693863319,605,575,30,0.064209939,0.046877421,3,8955,12738
WA,5/20/2020,0,7856,10987,0.71502685,607,576,31,0.073319756,0.05524711,2,7856,10821
WA,5/21/2020,0,7902,11157,0.708254907,607,576,31,0.072892938,0.054405306,0,7902,10981
WA,5/22/2020,0,7894,11160,0.70734767,606,576,30,0.07296681,0.054301075,6,7894,10986
WA,5/23/2020,0,7675,11134,0.68932998,614,582,32,0.075830619,0.055146398,4,7675,10932
WA,5/24/2020,0,7312,10996,0.66496908,554,524,30,0.07166302,0.050381957,7,7312,10792
WA,5/25/2020,0,7329,10999,0.666333303,608,577,31,0.078728339,0.055277753,4,7329,10795
WA,5/26/2020,0,7627,11061,0.689539825,584,556,28,0.072898912,0.05279812,3,7627,10885
WA,5/27/2020,0,8041,11142,0.721683719,587,560,27,0.069643079,0.05268354,3,8041,10965
WA,5/28/2020,0,8105,11177,0.725149861,577,553,24,0.068229488,0.05162387,6,8105,11004
WA,5/29/2020,0,7981,11082,0.720176863,525,505,20,0.063275279,0.04737412,3,7981,10908
WA,5/30/2020,0,7713,11144,0.692121321,520,505,15,0.065473875,0.046661881,3,7713,10940
WA,5/31/2020,0,7553,11156,0.677034779,506,494,12,0.065404475,0.045356759,2,7553,10952
WA,6/1/2020,0,7588,11074,0.685208597,505,492,13,0.06483922,0.045602312,4,7588,10897
WA,6/2/2020,0,8057,11176,0.720919828,506,496,10,0.061561375,0.044828203,5,8057,10997
WA,6/3/2020,0,8153,11150,0.731210762,474,466,8,0.057156875,0.04206278,1,8153,11007
WA,6/4/2020,0,8061,11175,0.721342282,515,509,6,0.063143531,0.045637584,2,8061,11040
WA,6/5/2020,0,8134,11231,0.724245392,407,401,6,0.049299238,0.035793785,5,8077,11065
WA,6/6/2020,0,8243,11120,0.741276978,394,388,6,0.047070241,0.034982014,2,8186,10954
WA,6/7/2020,0,7758,11164,0.694912218,375,374,1,0.048208301,0.033590111,1,7701,11006
WA,6/8/2020,0,7830,11160,0.701612903,385,384,1,0.049042146,0.034498208,5,7773,11031
WA,6/9/2020,0,8336,11231,0.742231324,376,374,2,0.044865643,0.033478764,4,8279,11101
WA,6/10/2020,0,8219,11036,0.744744473,403,364,39,0.044287626,0.033254802,9,8219,10904
WA,6/11/2020,0,8614,11474,0.750740805,406,401,5,0.046933521,0.035426166,2,8550,11344
WA,6/12/2020,0,8119,11764,0.690156409,353,350,3,0.043483663,0.030015393,6,8055,11633
WA,6/13/2020,0,7991,11885,0.672360118,356,352,4,0.044438833,0.029961913,3,7927,11753
WA,6/14/2020,0,7842,12035,0.651599501,369,365,4,0.046963459,0.030672796,1,7778,11908
WA,6/15/2020,0,7463,11312,0.659741867,386,375,11,0.050806124,0.033544473,1,7399,11191
WA,6/16/2020,0,7836,11372,0.689060851,402,392,10,0.050482936,0.035012885,4,7836,11246
WA,6/17/2020,0,8190,11656,0.702642416,423,419,4,0.051626417,0.036674181,6,8190,11531
WA,6/18/2020,0,8206,11655,0.704075504,418,413,5,0.050799508,0.036243822,1,8206,11524
WA,6/19/2020,0,8352,12069,0.69202088,404,400,4,0.048326688,0.033816021,7,8352,11937
WA,6/20/2020,0,8102,12043,0.672755958,388,385,3,0.047963124,0.032547605,1,8102,11915
WA,6/21/2020,0,7858,12000,0.654833333,398,395,3,0.050751638,0.033507324,2,7858,11869
WA,6/22/2020,0,7983,12118,0.658772075,449,444,5,0.056145675,0.037432263,4,7983,11989
WA,6/23/2020,0,8481,12115,0.700041271,441,437,4,0.05196195,0.036762254,3,8481,11989
WA,6/24/2020,0,8620,12240,0.704248366,426,422,4,0.049356725,0.035063114,3,8620,12048
WA,6/25/2020,0,8631,12197,0.707633025,407,404,3,0.047207291,0.033614837,1,8631,12066
WA,6/26/2020,0,8573,12205,0.702417042,431,427,4,0.050229385,0.035587189,1,8573,12077
WA,6/27/2020,0,8190,12126,0.675408214,407,405,2,0.049889135,0.033822059,5,8190,11973
WA,6/28/2020,0,8026,12110,0.662758051,432,429,3,0.053935127,0.035952619,0,8026,11955
WA,6/29/2020,0,8044,12128,0.663258575,476,474,2,0.059465563,0.039643541,3,8044,12000
WA,6/30/2020,0,8160,11970,0.681704261,500,498,2,0.061626036,0.04220834,1,8160,11854
WA,7/1/2020,0,8023,12276,0.653551645,472,471,1,0.05929003,0.038847737,1,8023,12156
WA,7/2/2020,0,7809,12301,0.634826437,466,464,2,0.060010347,0.038186746,3,7809,12184
WA,7/3/2020,0,7711,12336,0.625081064,439,434,5,0.05683604,0.035872236,4,7711,12182
WA,7/4/2020,0,7283,12313,0.591488671,420,415,5,0.057574917,0.034380898,4,7283,12158
WA,7/5/2020,0,7211,12318,0.585403475,438,435,3,0.06095852,0.035843176,4,7211,12098
WA,7/6/2020,0,7081,12053,0.587488592,504,489,15,0.069707769,0.040991818,3,7081,11840
WA,7/7/2020,0,8010,12488,0.641415759,532,530,2,0.066717019,0.042858294,2,8010,12363
WA,7/8/2020,0,8066,12489,0.645848347,485,483,2,0.060375,0.039068793,5,8066,12359
WA,7/9/2020,0,8124,12499,0.649971998,497,496,1,0.061515565,0.039987127,4,8124,12370
WA,7/10/2020,0,8179,12621,0.648046906,490,489,1,0.060192024,0.039000318,4,8179,12491
WA,7/11/2020,0,7742,12366,0.626071486,483,482,1,0.062703265,0.039239581,4,7742,12235
WA,7/12/2020,0,5123,8349,0.61360642,318,317,1,0.062549329,0.038350217,4,5123,8219
WA,7/13/2020,0,4909,8049,0.609889427,309,300,9,0.061881188,0.03780671,1,4909,7916
WA,7/14/2020,0,5236,8138,0.643401327,344,335,9,0.064809441,0.041754429,0,5236,7980
WA,7/15/2020,0,3585,5132,0.698558067,533,457,76,0.129903354,0.090621915,1,3585,4999
WA,7/16/2020,3,3517,5096,0.690149137,488,419,69,0.119373219,0.082727451,3,3517,4963
WA,7/17/2020,6,4690,6843,0.685371913,535,508,27,0.108315565,0.074528715,1,4690,6710
WA,7/18/2020,9,4627,7547,0.613091295,469,438,31,0.094661768,0.058036306,1,4627,7547
WA,7/19/2020,8,4467,7417,0.602265067,490,451,39,0.100962615,0.060806256,2,4465,7417
WA,7/20/2020,6,4357,7232,0.602461283,489,458,31,0.105118201,0.063329646,3,4357,7232
WA,7/21/2020,7,5039,7467,0.674835945,479,425,54,0.084342131,0.056917102,8,4859,7467
WA,7/22/2020,11,5293,8026,0.659481685,505,476,29,0.089930096,0.059307251,5,5122,8026
WA,7/23/2020,8,5088,7738,0.657534247,531,458,73,0.090015723,0.059188421,8,4910,7738
WA,7/24/2020,10,7707,7724,0.997799068,529,490,39,0.063578565,0.053340238,6,6370,7724
WA,7/25/2020,10,8332,8644,0.963905599,533,517,16,0.062049928,0.037714021,1,5544,8644
WA,7/26/2020,9,8041,8635,0.931210191,504,490,14,0.060937694,0.037521714,1,5376,8635
WA,7/27/2020,8,7861,8558,0.918555737,555,542,13,0.068947971,0.041131105,5,5188,8558
WA,7/28/2020,10,8525,8828,0.96567739,561,553,8,0.064868035,0.041685546,1,5752,8828
WA,7/29/2020,13,8884,9128,0.973269062,545,543,2,0.061121117,0.039658195,4,6045,9128
WA,7/30/2020,13,8812,9008,0.978241563,511,507,4,0.057535179,0.037189165,8,5934,9008
WA,7/31/2020,14,8991,9405,0.955980861,547,546,1,0.060727394,0.040829346,5,6165,9405
WA,8/1/2020,10,8310,9037,0.919552949,560,556,4,0.066907341,0.043155915,7,5550,9037
WA,8/2/2020,12,8145,8990,0.906006674,575,569,6,0.069858809,0.043159066,11,5521,8990
WA,8/3/2020,12,8410,9409,0.893825061,554,553,1,0.065755054,0.040386864,4,5807,9409
WA,8/4/2020,12,8815,9411,0.936669854,569,569,0,0.064549064,0.041759643,6,6089,9411
WA,8/5/2020,12,8736,9422,0.927191679,545,545,0,0.062385531,0.037677775,7,5984,9422
WA,8/6/2020,14,9100,9487,0.959207336,614,614,0,0.067472527,0.042900812,10,6250,9487
WA,8/7/2020,13,8770,9435,0.929517753,567,567,0,0.064652223,0.038791733,4,5970,9435
WA,8/8/2020,13,7451,9097,0.819061229,489,469,20,0.062944571,0.03220842,4,4743,9097
WA,8/9/2020,13,8106,9193,0.881757859,514,494,20,0.060942512,0.035244208,3,5487,9193
WA,8/10/2020,15,8062,9118,0.884185128,530,514,16,0.063755892,0.037617899,6,5490,9118
WA,8/11/2020,13,8916,9591,0.92962152,571,571,0,0.064042171,0.038890627,5,6153,9591
WA,8/12/2020,15,8233,9495,0.867087941,508,507,1,0.061581441,0.032648763,7,5413,9495
WA,8/13/2020,14,9116,9968,0.914526485,594,594,0,0.065160158,0.039827448,8,6284,9968
WA,8/14/2020,14,8890,9899,0.898070512,554,554,0,0.06231721,0.036064249,4,6054,9899
WA,8/15/2020,17,8723,9773,0.892561138,546,546,0,0.062593145,0.035710631,5,5887,9773
WA,8/16/2020,14,8583,9761,0.879315644,562,561,1,0.065361762,0.037291261,4,5747,9761
WA,8/17/2020,12,5139,9829,0.522840574,305,305,0,0.059350068,0.031030624,3,4960,9829
WA,8/18/2020,10,6264,10002,0.626274745,374,374,0,0.060508008,0.037904125,4,6096,10002
WA,8/19/2020,12,6477,10043,0.644926815,361,361,0,0.056476846,0.0364205,0,6310,10043
WA,8/20/2020,17,6647,10179,0.653011101,346,346,0,0.052784134,0.034427861,5,6479,10179
WA,8/21/2020,13,6522,10037,0.649795756,334,334,0,0.051919789,0.033710133,0,6351,10037
WA,8/22/2020,15,6229,9760,0.638217213,335,315,20,0.051252847,0.032696699,1,6058,9760
WA,8/23/2020,12,6029,9754,0.618105393,308,288,20,0.048452221,0.029918969,1,5858,9754
WA,8/24/2020,14,6038,9902,0.609775803,299,299,0,0.050252101,0.030591365,5,5850,9902
WA,8/25/2020,12,8884,9928,0.894842869,459,459,0,0.05224815,0.032363451,2,6110,9928
WA,8/26/2020,15,9186,9937,0.92442387,475,475,0,0.052243731,0.033520122,2,6369,9937
WA,8/27/2020,14,9237,10069,0.917370146,467,467,0,0.051077327,0.034482759,8,6421,10069
WA,8/28/2020,16,9145,10273,0.890197605,444,444,0,0.049017443,0.031810124,5,6393,10273
WA,8/29/2020,13,8890,10125,0.878024691,429,429,0,0.048727851,0.02997003,5,6160,10096
WA,8/30/2020,14,8652,10071,0.859100387,420,420,0,0.049008168,0.029742765,1,6025,10071
WA,8/31/2020,14,8470,10117,0.837204705,407,407,0,0.04849857,0.029,3,5826,10117
WA,9/1/2020,17,8823,10107,0.872959335,411,411,0,0.047035935,0.027644231,4,6138,10107
WA,9/2/2020,16,9088,10118,0.898201226,402,402,0,0.044681561,0.027410964,3,6350,10118
WA,9/3/2020,16,9167,10131,0.904846511,407,407,0,0.044843543,0.028568575,3,6363,10131
WA,9/4/2020,18,9065,10217,0.887246746,427,427,0,0.047613738,0.032181404,4,6306,10217
WA,9/5/2020,15,8822,10098,0.873638344,393,393,0,0.045027498,0.030069159,1,6100,10098
WA,9/6/2020,15,8587,10398,0.825831891,409,409,0,0.048072402,0.029775226,7,6150,10398
WA,9/7/2020,11,8307,10248,0.81059719,360,360,0,0.043758357,0.02645346,4,5967,10248
WA,9/8/2020,15,8463,10260,0.824853801,377,377,0,0.045025678,0.027120316,1,6074,10260
WA,9/9/2020,12,9107,10270,0.886757546,397,397,0,0.044101311,0.027684729,1,6399,10270
WA,9/10/2020,14,9301,10319,0.90134703,390,390,0,0.042423583,0.02795488,3,6503,10319
WA,9/11/2020,15,9716,10319,0.941564105,377,377,0,0.039185116,0.027175513,2,6910,10319
WA,9/12/2020,14,9164,10259,0.893264451,381,381,0,0.041997354,0.027923039,5,6412,10259
WA,9/13/2020,13,8895,10241,0.868567523,369,369,0,0.041893733,0.0252051,1,6239,10241
WA,9/14/2020,13,8745,10154,0.861236951,383,383,0,0.044231436,0.028611305,1,6125,10154
WA,9/15/2020,13,9211,10300,0.894271845,386,386,0,0.042296735,0.028086026,1,6429,10300
WA,9/16/2020,10,9497,10326,0.919717219,379,379,0,0.040267743,0.027922014,5,6672,10326
WA,9/17/2020,12,9561,10328,0.925735864,405,405,0,0.042766631,0.029478014,4,6719,10328
WA,9/18/2020,12,9594,10328,0.928931061,393,393,0,0.041398926,0.028014497,3,6739,10328
WA,9/19/2020,12,9339,10287,0.907844853,393,393,0,0.042541676,0.027537372,2,6579,10287
WA,9/20/2020,11,8994,10291,0.873967544,393,393,0,0.044162265,0.029501426,1,6330,10291
